Benchmark,Kernel,APIs,API_Count,Has_CUDA,Has_HIP,Has_SYCL,Has_OpenMP
HeCBench,md5hash,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,aobench,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,gemv,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,haccmk,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,hbc,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,tensorAccessor,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,lfib4,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,split,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,lulesh,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,adv,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,cmembench,"CUDA, HIP",2,True,True,False,False
HeCBench,surfel,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,stencil1d,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,goulash,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,hypterm,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,atomicCost,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,concat,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,slit,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,adjacent,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,fma,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,cooling,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,dispatch,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,pitch,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,grep,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,mcpr,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,doh,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,axpby,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,radixsort2,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,floydwarshall2,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,romberg,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,cfd,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,rtm8,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,laplace,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,tissue,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,memtest,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,logprob,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,flame,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,sssp,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,dense-embedding,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,layout,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,p4,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,adamw,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,spgeam,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,rowwiseMoments,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,ss,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,intrinsics-cast,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,gru,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,blas-gemmEx2,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,ntt,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,ace,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,xlqc,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,lut-gemm,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,coordinates,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,streamPriority,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,dslash,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,threadfence,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,merkle,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,stsg,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,egs,"CUDA, HIP",2,True,True,False,False
HeCBench,black-scholes,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,ge-spmm,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,btree,"CUDA, SYCL",2,True,False,True,False
HeCBench,lavaMD,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,ced,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,spm,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,minkowski,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,ludb,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,ans,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,atomicCAS,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,sheath,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,pnpoly,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,atomicAggregate,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,burger,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,log2,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,f8cast,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,qtclustering,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,loopback,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,entropy,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,s8n,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,mandelbrot,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,extend2,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,word2vec,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,vol2col,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,simplemoc,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,histogram,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,lid-driven-cavity,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,jaccard,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,rng-wallace,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,particlefilter,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,rsc,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,streamUM,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,vote,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,inversek2j,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,tpacf,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,crossEntropy,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,dwconv,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,logan,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,daphne,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,blas-gemmEx,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,bitpermute,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,myocyte,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,kalman,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,assert,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,gabor,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,heat,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,xsbench,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,stencil3d,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,matrix-rotate,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,quicksort,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,su3,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,sw4ck,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,epistasis,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,haversine,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,che,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,overlap,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,concurrentKernels,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,hotspot,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,complex,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,snicit,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,multimaterial,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,gerbil,"CUDA, HIP",2,True,True,False,False
HeCBench,vanGenuchten,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,sc,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,memcpy,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,nqueen,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,sad,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,axhelm,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,hausdorff,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,convolution1D,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,channelShuffle,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,minimod,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,damage,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,bm3d,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,spd2s,"CUDA, HIP",2,True,True,False,False
HeCBench,cobahh,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,blas-gemm,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,sortKV,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,sss,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,shuffle,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,hybridsort,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,gpp,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,metropolis,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,addBiasQKV,"CUDA, HIP",2,True,True,False,False
HeCBench,clock,"CUDA, HIP",2,True,True,False,False
HeCBench,mrc,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,spgemm,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,nonzero,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,sps2d,"CUDA, HIP",2,True,True,False,False
HeCBench,streamCreateCopyDestroy,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,hungarian,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,ert,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,geam,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,local-ht,"CUDA, HIP",2,True,True,False,False
HeCBench,secp256k1,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,sa,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,minimap2,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,p2p,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,clink,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,pcc,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,blas-gemmStridedBatched,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,ccl,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,si,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,f16sp,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,kiss,"CUDA, HIP, SYCL",3,True,True,True,False
HeCBench,spnnz,"CUDA, HIP",2,True,True,False,False
HeCBench,heat2d,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,aidw,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
HeCBench,minibude,"CUDA, HIP, OpenMP, SYCL",4,True,True,True,True
RAJAPerf,INIT_VIEW1D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MULADDSUB,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,PI_REDUCE,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INDEXLIST_3LOOP,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,TRAP_INT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MAT_MAT_SHARED,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,REDUCE3_INT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INIT_VIEW1D_OFFSET,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,EMPTY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INIT3,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,IF_QUAD,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DAXPY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INDEXLIST,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,NESTED_INIT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,PI_ATOMIC,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DAXPY_ATOMIC,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,COPY8,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,TRAP_INT-func,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MULTI_REDUCE,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,ARRAY_OF_PTRS,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,REDUCE_STRUCT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,ATOMIC,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,SCAN,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,SORT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MEMCPY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MEMSET,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,SORTPAIRS,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,REDUCE_SUM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HISTOGRAM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_PACKING_FUSED,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_base,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_EXCHANGE_FUSED,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_EXCHANGE,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_PACKING,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HALO_SENDRECV,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DIFF_PREDICT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HYDRO_1D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,GEN_LIN_RECUR,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INT_PREDICT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FIRST_DIFF,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,EOS,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FIRST_MIN,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,TRIDIAG_ELIM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HYDRO_2D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FIRST_SUM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,PLANCKIAN,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,RunParams,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HipDataUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,OpenMPTargetDataUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DataUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,RAJAPerfSuite,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,KernelBase,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,CudaGridScan,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,CudaDataUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,GPUUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,RPTypes,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,KokkosViewUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,SyclDataUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,HipGridScan,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,OutputUtils,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,Executor,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,WindowsTypes,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,TRIAD,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,COPY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MUL,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DOT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,ADD,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INTSC_HEXHEX_BODY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,mixed_fem_helper,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,AppsData,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,LTIMES,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,CONVECTION3DPA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MASSVEC3DPA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MASS3DPA_ATOMIC,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FEM_MACROS,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,PRESSURE,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,VOL3D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INTSC_HEXHEX,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,ZONAL_ACCUMULATION_3D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,EDGE3D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FEMSWEEP,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FEMSWEEP_DATA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DEL_DOT_VEC_2D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,FIR,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MASS3DEA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MASS3DPA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,ENERGY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,NODAL_ACCUMULATION_3D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,MATVEC_3D_STENCIL,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,DIFFUSION3DPA,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,LTIMES_NOVIEW,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INTSC_HEXRECT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,INTSC_HEXRECT_BODY,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_GEMVER,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_MVT,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_FLOYD_WARSHALL,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_GESUMMV,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_FDTD_2D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_ADI,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_3MM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_GEMM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_2MM,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_ATAX,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_JACOBI_1D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_JACOBI_2D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
RAJAPerf,POLYBENCH_HEAT_3D,"CUDA, HIP, OpenMP, OpenMP Target, SYCL, Sequential",6,True,True,True,True
CloverLeaf,accelerate,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,initialise_chunk,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,update_tile_halo_kernel,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,advec_cell,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,revert,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,build_field,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,advec_mom,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,calc_dt,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,field_summary,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,generate_chunk,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,ideal_gas,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,update_halo,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
CloverLeaf,reset_field,"CUDA, HIP, Kokkos, OpenACC, OpenMP, SYCL, Serial, TBB",8,True,True,True,True
